,CAN,COMPR,D1,D743,D841,D872,D894,EEN,EEN_DIS,EER,FDD,GCD,GCN,GCN_DIS,GCN_YEN,GCR,GCR_YER,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GLN_YEN_TARGET,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HICP,I77Q4I78Q1,I81Q1,I82Q1,I84Q2,I92Q4,I98Q1,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,M3N,M3R,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,TBN,TBR,TDN,TDN_YEN,TDN_YEN_DIS,TFT,TIME,TIN,TIN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,TRN_YEN_DIS,ULC,ULT,UNN,URT,URX,WIN,WLN,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX,
1979Q2,1559.2570 ,115.3802 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9820 ,-0.0343 ,0.7237 ,987163.9859 ,0.4662 ,58699.1487 ,-2251.8703 ,0.1504 ,125907.8095 ,0.1562 ,137256.2432 ,2293.4746 ,0.0059 ,0.3518 ,175896.6797 ,0.4508 ,12177.7626 ,4537.8846 ,0.0116 ,0.0312 ,7.3013 ,-12977.6477 ,0.0000 ,0.0000 ,-0.0333 ,-0.0333 ,138879.5100 ,-3613.1394 ,-0.0093 ,162919.0320 ,0.4175 ,-799.8851 ,-0.0021 ,57899.2636 ,0.1484 ,42.5222 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0214 ,0.0239 ,9364.5082 ,0.0240 ,0.5012 ,88839.2110 ,177262.3380 ,10006758.2497 ,114307.1323 ,108300.4800 ,108136.2137 ,7.4424 ,110710.0952 ,1708089.4478 ,9.8744 ,,,0.5706 ,103367.4318 ,181144.7032 ,-93412.1787 ,2425.4278 ,0.0062 ,11545.6583 ,0.0296 ,0.4883 ,242509.9866 ,496653.8912 ,295887.3548 ,-38826.6526 ,-0.0995 ,605969.2970 ,0.3152 ,1005.6677 ,3190.9438 ,61684.7961 ,0.1581 ,8.9643 ,0.0003 ,-866.1708 ,3004.3002 ,41332.5982 ,0.1059 ,-0.0010 ,1.1322 ,38.0000 ,37403.4066 ,0.0959 ,76052.2229 ,10952.5728 ,0.0281 ,4112.5799 ,0.0105 ,0.1949 ,0.1844 ,0.2654 ,0.2687 ,6006.6523 ,0.0540 ,0.0525 ,213904.9266 ,5470736.2419 ,1.9751 ,0.5566 ,102501.2610 ,184149.0034 ,0.4841 ,390187.8432 ,0.0000 ,806019.2826 ,0.0000 ,794982.8252 ,0.4377 ,352784.4365 ,1.0139 ,390187.8432 ,0.0000 ,0.6812 ,0.5991 ,84.5138 ,20587.5736 ,
1979Q3,-1226.0164 ,131.3696 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9695 ,-0.0652 ,0.7361 ,997270.2183 ,0.4853 ,61395.7946 ,-1583.1409 ,0.1520 ,126514.0810 ,0.1559 ,142317.2758 ,1765.5936 ,0.0044 ,0.3523 ,182205.5554 ,0.4510 ,12729.3019 ,4807.3213 ,0.0119 ,0.0315 ,7.2593 ,-13181.7557 ,0.0000 ,0.0000 ,-0.0326 ,-0.0326 ,142506.1814 ,-3478.2383 ,-0.0086 ,169023.7997 ,0.4184 ,-452.4538 ,-0.0011 ,60943.3408 ,0.1509 ,43.5410 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0222 ,0.0286 ,9703.5174 ,0.0240 ,0.5168 ,92001.4243 ,178014.0036 ,10084704.6707 ,114824.0853 ,108636.1200 ,108477.0270 ,7.4701 ,111001.8660 ,1717957.1936 ,10.1876 ,,,0.6011 ,111652.9565 ,185749.2716 ,-94638.1951 ,3012.3756 ,0.0075 ,11642.2010 ,0.0288 ,0.5024 ,249371.5946 ,496315.3613 ,303895.1243 ,-42150.4871 ,-0.1043 ,604831.5916 ,0.5519 ,5446.1552 ,9867.7459 ,64232.2757 ,0.1590 ,10.3212 ,0.0027 ,-4238.3920 ,809.7549 ,43055.8235 ,0.1066 ,0.0004 ,1.1345 ,39.0000 ,38761.9565 ,0.0960 ,78109.4366 ,11331.5430 ,0.0281 ,4128.6406 ,0.0102 ,0.1934 ,0.1826 ,0.2744 ,0.2778 ,6187.9653 ,0.0553 ,0.0539 ,222708.4387 ,5686620.8332 ,2.0500 ,0.5758 ,107414.5644 ,186559.0265 ,0.4978 ,403976.5766 ,0.0000 ,811520.9466 ,0.0000 ,800650.6828 ,0.4500 ,365214.6201 ,1.0136 ,403976.5766 ,0.0000 ,0.6976 ,0.6141 ,84.2306 ,20677.9561 ,
1979Q4,-4353.5335 ,148.5033 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9308 ,-0.0277 ,0.7733 ,1007883.8889 ,0.4968 ,63323.5097 ,-1769.7121 ,0.1510 ,127453.8205 ,0.1552 ,147460.5008 ,1714.9371 ,0.0041 ,0.3517 ,189670.0667 ,0.4524 ,13336.7652 ,5034.9288 ,0.0120 ,0.0318 ,7.3339 ,-13713.1519 ,0.0000 ,0.0000 ,-0.0327 ,-0.0327 ,148291.7382 ,-3551.0671 ,-0.0085 ,175956.9148 ,0.4197 ,-376.3867 ,-0.0009 ,62947.1230 ,0.1501 ,44.6353 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0243 ,0.0284 ,10162.0848 ,0.0242 ,0.5338 ,97599.2578 ,182841.6405 ,10166699.2646 ,114950.0091 ,108875.7300 ,108513.2581 ,7.5405 ,112252.3967 ,1726620.6001 ,10.7846 ,,,0.6316 ,118050.8890 ,186904.2938 ,-98991.7286 ,3099.7756 ,0.0074 ,11530.0151 ,0.0275 ,0.5169 ,259866.6982 ,502711.5534 ,313488.8749 ,-45954.5192 ,-0.1096 ,606443.5358 ,0.6873 ,5954.5850 ,8663.4064 ,67184.3204 ,0.1602 ,11.9666 ,0.0044 ,-7453.3092 ,-690.8258 ,45161.6979 ,0.1077 ,0.0009 ,1.1366 ,40.0000 ,40308.7464 ,0.0961 ,81928.1630 ,11772.1350 ,0.0281 ,4112.4801 ,0.0098 ,0.1954 ,0.1848 ,0.2810 ,0.2857 ,6074.2791 ,0.0560 ,0.0528 ,230690.2569 ,5917744.8228 ,2.1188 ,0.5939 ,110597.5798 ,186213.4680 ,0.5107 ,419290.7415 ,0.0000 ,820979.5951 ,0.0000 ,804839.1774 ,0.4616 ,378981.9951 ,1.0201 ,419290.7415 ,0.0000 ,0.7095 ,0.6197 ,84.5039 ,20872.2466 ,
1980Q1,-5706.7666 ,141.6517 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9313 ,-0.0027 ,0.7828 ,1021627.8814 ,0.5100 ,65504.9308 ,-1948.4670 ,0.1505 ,128438.2670 ,0.1550 ,152813.4948 ,1774.1404 ,0.0041 ,0.3511 ,198169.9038 ,0.4553 ,14036.8535 ,5349.2381 ,0.0123 ,0.0323 ,7.5858 ,-14315.4143 ,0.0000 ,0.0000 ,-0.0329 ,-0.0329 ,154624.6156 ,-3434.1325 ,-0.0079 ,183854.4895 ,0.4224 ,-278.5608 ,-0.0006 ,65226.3700 ,0.1499 ,46.1727 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0255 ,0.0303 ,10881.2818 ,0.0250 ,0.5562 ,103766.4280 ,186578.7775 ,10251611.0495 ,115360.6546 ,109186.1900 ,108819.0324 ,7.5904 ,113113.8355 ,1733003.3653 ,11.8496 ,13.9778 ,26.6152 ,0.6713 ,129477.6972 ,192864.3080 ,-104698.4952 ,5097.2493 ,0.0117 ,12187.0356 ,0.0280 ,0.5328 ,269993.5692 ,506725.3600 ,327155.3431 ,-47966.8074 ,-0.1102 ,614006.8797 ,1.0639 ,6790.3589 ,6382.7653 ,70075.4547 ,0.1610 ,12.6096 ,0.0046 ,-10804.0159 ,638.4036 ,47416.2735 ,0.1089 ,0.0011 ,1.1384 ,41.0000 ,42013.4995 ,0.0965 ,86080.0294 ,12162.2263 ,0.0279 ,4155.3439 ,0.0095 ,0.1978 ,0.1871 ,0.2879 ,0.2935 ,6174.4646 ,0.0567 ,0.0535 ,238613.1561 ,6208024.1835 ,2.1854 ,0.6133 ,118673.6814 ,193502.7116 ,0.5252 ,435251.2712 ,0.0000 ,828763.5734 ,0.0000 ,810172.9198 ,0.4745 ,393237.7717 ,1.0229 ,435251.2712 ,0.0000 ,0.7203 ,0.6357 ,85.1613 ,21035.5852 ,
1980Q2,-7411.2764 ,140.5791 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9568 ,-0.0243 ,0.7672 ,1011276.1285 ,0.5306 ,68656.6308 ,-1089.9103 ,0.1547 ,129399.2128 ,0.1571 ,155574.1630 ,-936.7340 ,-0.0021 ,0.3505 ,204444.5958 ,0.4606 ,14545.4829 ,6356.1585 ,0.0143 ,0.0328 ,7.7993 ,-14789.6091 ,0.0000 ,0.0000 ,-0.0333 ,-0.0333 ,154823.7322 ,-3204.7112 ,-0.0072 ,189654.9868 ,0.4273 ,-244.1262 ,-0.0006 ,68412.5046 ,0.1541 ,47.3732 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0269 ,0.0288 ,11584.8979 ,0.0261 ,0.5733 ,105026.3545 ,183189.8334 ,10332284.7724 ,115718.3321 ,109309.3600 ,109051.0160 ,7.5336 ,110966.1024 ,1743034.3935 ,11.8780 ,13.9965 ,25.9674 ,0.7035 ,132098.0426 ,187781.7078 ,-112109.7716 ,6687.5002 ,0.0151 ,13515.7142 ,0.0305 ,0.5484 ,275594.6892 ,502549.9896 ,335824.4721 ,-46316.3417 ,-0.1043 ,612379.6703 ,0.8660 ,8686.9202 ,10031.0282 ,71759.7868 ,0.1617 ,13.0834 ,0.0044 ,-14098.7765 ,-1675.6433 ,48896.2585 ,0.1102 ,0.0012 ,1.1400 ,42.0000 ,43080.2847 ,0.0971 ,86758.5468 ,12402.9426 ,0.0279 ,4139.9365 ,0.0093 ,0.1955 ,0.1844 ,0.2987 ,0.3010 ,6408.9721 ,0.0576 ,0.0554 ,245961.8012 ,6433890.0860 ,2.2501 ,0.6340 ,117999.2661 ,186106.0644 ,0.5390 ,443865.8182 ,0.0000 ,823494.4207 ,0.0000 ,815134.6363 ,0.4867 ,400785.5335 ,1.0103 ,443865.8182 ,0.0000 ,0.7343 ,0.6606 ,84.3256 ,20907.8745 ,
1980Q3,-10367.4765 ,133.6326 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.9629 ,0.0358 ,0.7675 ,1011400.0207 ,0.5453 ,71097.2703 ,-936.5747 ,0.1563 ,130390.4747 ,0.1583 ,161541.5413 ,1856.4726 ,0.0041 ,0.3550 ,212029.0017 ,0.4660 ,15397.1275 ,6329.0202 ,0.0139 ,0.0338 ,8.2886 ,-16443.6226 ,0.0000 ,0.0000 ,-0.0361 ,-0.0361 ,157677.0128 ,-3931.1815 ,-0.0086 ,195585.3792 ,0.4299 ,-1046.4951 ,-0.0023 ,70050.7752 ,0.1540 ,48.4595 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0260 ,0.0257 ,12512.4411 ,0.0275 ,0.5869 ,107261.1478 ,182773.9833 ,10411735.9080 ,116099.4178 ,109351.0400 ,109312.6032 ,7.5317 ,110142.5520 ,1750120.0596 ,11.9323 ,14.0037 ,25.3485 ,0.7155 ,134360.2436 ,187795.6906 ,-122477.2481 ,4776.5263 ,0.0105 ,14264.1828 ,0.0314 ,0.5627 ,285265.0736 ,506991.2209 ,345502.3874 ,-44221.2216 ,-0.0972 ,614048.8039 ,0.9199 ,6518.3691 ,7085.6661 ,73855.2523 ,0.1623 ,12.1526 ,0.0030 ,-15144.0028 ,-3637.0149 ,50504.7622 ,0.1110 ,0.0012 ,1.1415 ,43.0000 ,44247.1767 ,0.0972 ,89655.2929 ,12714.0051 ,0.0279 ,4323.8446 ,0.0095 ,0.1970 ,0.1854 ,0.3073 ,0.3085 ,6748.3778 ,0.0585 ,0.0581 ,253073.6684 ,6633829.5607 ,2.3143 ,0.6474 ,119216.2408 ,184158.6757 ,0.5524 ,454997.8578 ,0.0000 ,823604.3301 ,0.0000 ,819961.2461 ,0.4987 ,410750.6811 ,1.0044 ,454997.8578 ,0.0000 ,0.7475 ,0.6754 ,84.5880 ,20965.3878 ,
1980Q4,-8488.8218 ,149.0522 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0271 ,0.0369 ,0.7231 ,1007157.9250 ,0.5637 ,73392.9754 ,-55.6332 ,0.1583 ,130192.4137 ,0.1584 ,169203.3289 ,3107.2970 ,0.0067 ,0.3649 ,218223.0088 ,0.4707 ,15730.1308 ,5776.9059 ,0.0125 ,0.0339 ,8.4243 ,-18217.9622 ,0.0000 ,0.0000 ,-0.0393 ,-0.0393 ,158622.8254 ,-5019.2133 ,-0.0108 ,200005.0466 ,0.4314 ,-2487.8314 ,-0.0054 ,70905.1440 ,0.1529 ,49.6513 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0249 ,0.0279 ,13198.7489 ,0.0285 ,0.5999 ,108725.7588 ,181252.7328 ,10488871.2817 ,116127.9080 ,109155.9100 ,109245.2540 ,7.5291 ,108939.6367 ,1752966.4818 ,12.5435 ,14.0635 ,24.9285 ,0.7471 ,138442.1862 ,185310.3061 ,-130966.0699 ,7242.4183 ,0.0156 ,14817.2503 ,0.0320 ,0.5786 ,294244.0382 ,508559.7341 ,356354.2334 ,-43631.8999 ,-0.0941 ,615908.5339 ,1.0600 ,3017.3266 ,2846.4222 ,75580.1076 ,0.1630 ,12.5576 ,0.0051 ,-15731.2401 ,-1003.6840 ,51651.0454 ,0.1114 ,0.0011 ,1.1428 ,44.0000 ,45000.9033 ,0.0971 ,92555.9508 ,12955.7401 ,0.0279 ,4612.5570 ,0.0099 ,0.1996 ,0.1876 ,0.3164 ,0.3161 ,6971.9980 ,0.0593 ,0.0600 ,260025.1302 ,6837672.3207 ,2.3821 ,0.6658 ,122710.9461 ,184306.6221 ,0.5642 ,463648.8589 ,0.0000 ,821847.6189 ,0.0000 ,823198.1569 ,0.5094 ,418647.9556 ,0.9984 ,463648.8589 ,0.0000 ,0.7596 ,0.7094 ,84.5151 ,20891.3516 ,
1981Q1,-11522.0461 ,142.4978 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.0976 ,0.0112 ,0.6839 ,1005506.8064 ,0.5749 ,76394.0910 ,-385.8570 ,0.1609 ,132870.9277 ,0.1617 ,177924.0542 ,3495.5132 ,0.0074 ,0.3747 ,225721.5655 ,0.4754 ,16053.1050 ,5118.3813 ,0.0108 ,0.0338 ,8.6281 ,-20900.8484 ,0.0000 ,0.0000 ,-0.0440 ,-0.0440 ,164639.4591 ,-6751.7052 ,-0.0142 ,204820.7172 ,0.4314 ,-4847.7433 ,-0.0102 ,71546.3477 ,0.1507 ,51.2737 ,0.0000 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0239 ,0.0263 ,14149.1431 ,0.0298 ,0.6180 ,110637.8129 ,179017.7656 ,10563000.3345 ,116448.3804 ,109178.8700 ,109454.2837 ,7.5259 ,108139.9672 ,1752350.5433 ,13.1372 ,14.0672 ,24.3439 ,0.7882 ,144902.6673 ,183839.4574 ,-142488.1160 ,3919.5366 ,0.0083 ,15312.4116 ,0.0323 ,0.5940 ,300608.0596 ,506084.9992 ,367891.6691 ,-39284.9812 ,-0.0827 ,619359.4919 ,-4.2294 ,2605.0806 ,-615.9385 ,77611.3738 ,0.1635 ,13.2790 ,0.0078 ,-15441.5827 ,4309.5951 ,52983.3183 ,0.1116 ,0.0013 ,1.1439 ,45.0000 ,45572.1110 ,0.0960 ,95646.1952 ,13341.5025 ,0.0281 ,5019.1474 ,0.0106 ,0.2014 ,0.1890 ,0.3220 ,0.3206 ,7269.5104 ,0.0601 ,0.0624 ,264591.8913 ,7097427.5247 ,2.4235 ,0.6881 ,129461.0846 ,188149.0525 ,0.5779 ,474803.4614 ,0.0000 ,821667.3490 ,0.0000 ,827505.7996 ,0.5224 ,429231.3503 ,0.9929 ,474803.4614 ,0.0000 ,0.7698 ,0.7470 ,84.8480 ,20840.3017 ,
1981Q2,-8084.1526 ,128.8572 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1452 ,-0.0207 ,0.6646 ,1009290.0070 ,0.5939 ,78355.7871 ,315.4766 ,0.1601 ,131928.4814 ,0.1595 ,188117.7204 ,4053.0912 ,0.0083 ,0.3845 ,236130.7963 ,0.4826 ,16459.6767 ,5507.4352 ,0.0113 ,0.0336 ,8.9303 ,-24562.3000 ,0.0000 ,0.0000 ,-0.0502 ,-0.0502 ,168949.4526 ,-9179.0587 ,-0.0188 ,211568.4963 ,0.4324 ,-8102.6233 ,-0.0166 ,70253.1639 ,0.1436 ,52.6456 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0232 ,0.0284 ,15383.2413 ,0.0314 ,0.6356 ,113338.3328 ,178309.9819 ,10635680.3131 ,116781.3635 ,108888.7300 ,109629.7261 ,7.5963 ,108647.2488 ,1749700.0201 ,14.2023 ,14.0947 ,23.8273 ,0.8306 ,151278.3645 ,182138.8370 ,-150572.2686 ,3459.8860 ,0.0071 ,16182.2499 ,0.0331 ,0.6111 ,308886.6059 ,505436.2718 ,379863.4953 ,-42632.0712 ,-0.0871 ,621576.9320 ,-0.0951 ,252.1571 ,-2650.5233 ,80223.7989 ,0.1640 ,15.2457 ,0.0129 ,-11544.0387 ,14126.9582 ,54647.6924 ,0.1117 ,0.0018 ,1.1451 ,46.0000 ,46766.2277 ,0.0956 ,101244.5332 ,13748.5272 ,0.0281 ,5431.5955 ,0.0111 ,0.2069 ,0.1934 ,0.3307 ,0.3312 ,7892.6335 ,0.0612 ,0.0676 ,273573.1639 ,7362205.9277 ,2.5124 ,0.7120 ,139734.3258 ,196265.7952 ,0.5915 ,489288.8443 ,0.0000 ,827151.1700 ,0.0000 ,831526.9344 ,0.5350 ,442522.6165 ,0.9947 ,489288.8443 ,0.0000 ,0.7772 ,0.7785 ,84.8025 ,20769.4785 ,
1981Q3,-8267.4605 ,125.2380 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1623 ,-0.0648 ,0.6662 ,1014215.4221 ,0.6146 ,81884.1288 ,926.5853 ,0.1622 ,133228.2359 ,0.1604 ,199325.8180 ,4422.9138 ,0.0088 ,0.3949 ,246472.3977 ,0.4883 ,16873.9960 ,5885.4560 ,0.0117 ,0.0334 ,9.1844 ,-27140.7348 ,0.0000 ,0.0000 ,-0.0538 ,-0.0538 ,174166.8736 ,-10428.2608 ,-0.0207 ,219331.6628 ,0.4345 ,-10266.7388 ,-0.0203 ,71617.3899 ,0.1419 ,53.9735 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0238 ,0.0265 ,16712.4741 ,0.0331 ,0.6507 ,114770.6101 ,176388.1298 ,10705711.6397 ,117093.2210 ,108708.9700 ,109804.0151 ,7.6411 ,108723.4244 ,1743229.1662 ,14.7756 ,14.1021 ,23.2072 ,0.8646 ,158708.8518 ,183560.7322 ,-158839.7291 ,1906.1914 ,0.0038 ,17712.9006 ,0.0351 ,0.6275 ,319230.4559 ,508706.2127 ,390819.0948 ,-44225.7945 ,-0.0876 ,622785.5078 ,0.1477 ,-955.4551 ,-6470.8539 ,82941.5203 ,0.1643 ,15.7839 ,0.0135 ,-10173.6519 ,18802.9653 ,56375.1979 ,0.1117 ,0.0018 ,1.1462 ,47.0000 ,48118.9026 ,0.0953 ,105430.8554 ,14183.1413 ,0.0281 ,5502.3461 ,0.0109 ,0.2089 ,0.1946 ,0.3401 ,0.3415 ,8384.2510 ,0.0623 ,0.0716 ,282470.3115 ,7604357.7795 ,2.5984 ,0.7340 ,148535.1998 ,202363.6975 ,0.6077 ,504756.0878 ,0.0000 ,830654.6899 ,0.0000 ,835483.5424 ,0.5497 ,456637.1852 ,0.9942 ,504756.0878 ,0.0000 ,0.7847 ,0.8006 ,85.1739 ,20787.8007 ,
1981Q4,-4523.1683 ,127.8554 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1300 ,-0.0071 ,0.6960 ,1015553.1296 ,0.6329 ,84220.8457 ,997.4769 ,0.1620 ,133060.8846 ,0.1601 ,211005.0711 ,4543.9180 ,0.0087 ,0.4060 ,255474.9874 ,0.4916 ,17250.3560 ,5948.0325 ,0.0114 ,0.0332 ,9.3462 ,-28541.3406 ,0.0000 ,0.0000 ,-0.0549 ,-0.0549 ,179912.7276 ,-10531.3640 ,-0.0203 ,226933.6468 ,0.4366 ,-11290.9846 ,-0.0217 ,72929.8611 ,0.1403 ,55.4019 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0258 ,0.0291 ,18009.9767 ,0.0347 ,0.6665 ,114507.3435 ,171799.2107 ,10770453.7340 ,117633.8263 ,108706.5000 ,110260.1128 ,7.6442 ,108107.2347 ,1741121.2716 ,14.6666 ,14.1565 ,22.6340 ,0.8704 ,160666.2112 ,184583.0901 ,-163362.8974 ,4124.7263 ,0.0079 ,18831.3051 ,0.0362 ,0.6461 ,329491.3929 ,509990.5471 ,402367.2636 ,-48560.5518 ,-0.0934 ,622788.6534 ,-0.0765 ,161.2627 ,-2107.8946 ,85792.6794 ,0.1651 ,15.0945 ,0.0100 ,-8647.8946 ,18227.2917 ,58094.5253 ,0.1118 ,0.0017 ,1.1473 ,48.0000 ,49611.1609 ,0.0955 ,109448.6200 ,14603.9762 ,0.0281 ,5993.1804 ,0.0115 ,0.2106 ,0.1954 ,0.3492 ,0.3502 ,8927.3263 ,0.0627 ,0.0759 ,290209.0618 ,7859363.5072 ,2.6697 ,0.7496 ,152018.3166 ,202810.3818 ,0.6255 ,519732.9503 ,0.0000 ,830970.0395 ,0.0000 ,840629.4032 ,0.5658 ,470121.7894 ,0.9885 ,519732.9503 ,0.0000 ,0.7952 ,0.8060 ,84.9734 ,20781.8882 ,
1982Q1,-7735.0778 ,118.6733 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1622 ,-0.0321 ,0.6872 ,1019038.6092 ,0.6429 ,86936.4103 ,94.8417 ,0.1626 ,135233.1307 ,0.1624 ,222923.1538 ,4625.5908 ,0.0087 ,0.4170 ,263941.1597 ,0.4937 ,17659.1649 ,6217.8652 ,0.0116 ,0.0330 ,9.3354 ,-29169.9677 ,0.0000 ,0.0000 ,-0.0546 ,-0.0546 ,187698.0245 ,-10126.0848 ,-0.0189 ,234771.1920 ,0.4391 ,-11510.8029 ,-0.0215 ,75425.6075 ,0.1411 ,56.7715 ,0.0000 ,0.0000 ,1.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0264 ,0.0210 ,19043.8829 ,0.0356 ,0.6809 ,117171.8446 ,172084.1977 ,10834833.3944 ,117615.0208 ,108357.9100 ,110194.2760 ,7.6835 ,107808.0580 ,1740178.6097 ,14.3160 ,14.1677 ,22.0625 ,0.8803 ,164152.0877 ,186475.7568 ,-171097.9752 ,1217.8621 ,0.0023 ,19722.8759 ,0.0369 ,0.6598 ,337406.3568 ,511414.1979 ,412354.0331 ,-48078.3927 ,-0.0899 ,625014.0309 ,-2.2049 ,2078.4993 ,-942.6619 ,88750.2684 ,0.1660 ,14.0459 ,0.0070 ,-8952.9398 ,14773.9880 ,60040.0912 ,0.1123 ,0.0016 ,1.1485 ,49.0000 ,51341.4956 ,0.0960 ,112869.3144 ,14916.4608 ,0.0279 ,6298.0612 ,0.0118 ,0.2111 ,0.1954 ,0.3550 ,0.3565 ,9257.1108 ,0.0631 ,0.0787 ,295600.6511 ,8098014.7142 ,2.7280 ,0.7712 ,155199.1479 ,201249.7448 ,0.6422 ,534640.1712 ,0.0000 ,832562.8524 ,0.0000 ,843314.5719 ,0.5805 ,483298.6756 ,0.9873 ,534640.1712 ,0.0000 ,0.8040 ,0.8327 ,84.8924 ,20851.2550 ,
1982Q2,-7471.9488 ,121.9275 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.1631 ,-0.0115 ,0.6970 ,1020897.3271 ,0.6549 ,88341.0015 ,-84.3320 ,0.1614 ,134882.6674 ,0.1615 ,234224.0773 ,3923.0977 ,0.0072 ,0.4279 ,271147.0714 ,0.4953 ,18015.5256 ,6410.2645 ,0.0117 ,0.0329 ,9.2951 ,-29511.3030 ,0.0000 ,0.0000 ,-0.0539 ,-0.0539 ,192421.2130 ,-9475.8051 ,-0.0173 ,241635.7684 ,0.4414 ,-11495.7775 ,-0.0210 ,76845.2240 ,0.1404 ,58.0894 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0257 ,0.0262 ,20035.4979 ,0.0366 ,0.6956 ,119403.5690 ,171647.8838 ,10898132.9442 ,117981.3116 ,108550.8800 ,110421.5256 ,7.6925 ,107690.4218 ,1744395.7247 ,14.0445 ,14.1960 ,21.6544 ,0.8919 ,165790.4922 ,185874.2205 ,-178569.9240 ,1259.7035 ,0.0023 ,19761.7889 ,0.0361 ,0.6773 ,345324.8230 ,509882.0984 ,421401.1007 ,-50431.3538 ,-0.0921 ,622210.9249 ,0.7304 ,3080.2338 ,4217.1150 ,91834.8395 ,0.1678 ,14.0961 ,0.0078 ,-8731.6523 ,14393.3419 ,61945.8181 ,0.1132 ,0.0012 ,1.1498 ,50.0000 ,52639.7125 ,0.0962 ,116727.7936 ,15453.6094 ,0.0282 ,6163.3790 ,0.0113 ,0.2132 ,0.1972 ,0.3621 ,0.3630 ,9430.4316 ,0.0641 ,0.0799 ,302357.0496 ,8339404.2328 ,2.7854 ,0.7842 ,157058.8399 ,200267.5624 ,0.6556 ,547417.9750 ,0.0000 ,835023.1065 ,0.0000 ,847370.5365 ,0.5925 ,494778.2626 ,0.9854 ,547417.9750 ,0.0000 ,0.8086 ,0.8434 ,85.1214 ,20917.2113 ,
